# ProtRank analysis results of a dataset with 6862 rows and 2 comparisons
# comparisons in group 1: H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_1.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_2.raw & H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_4.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzadC_1.raw
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	LFC	rank score	FDR	signs in groups
546	Q6DFV1	0.02	1.573786	1.00000	+
547	Q3UHK8	0.02	1.573217	1.00000	+
548	Q9Z2G9	0.02	1.572649	1.00000	+
549	B2RR83	0.02	1.571512	1.00000	+
550	Q9JI57	0.02	1.570944	1.00000	+
551	A0A0A0MQD2	0.02	1.570376	1.00000	+
552	O88554	0.02	1.569241	1.00000	+
553	P16125	-2.42	1.569123	1.00000	-
554	Q9Z0P7	0.02	1.568107	1.00000	+
555	A2ALU4	0.02	1.566974	1.00000	+
556	Q9WU65	0.02	1.566408	1.00000	+
557	Q3US17	0.02	1.565842	1.00000	+
558	Q6Q899	-0.74	1.565078	1.00000	-
559	F6R9G0	0.02	1.564711	1.00000	+
560	P23950	0.02	1.561887	1.00000	+
561	Q0VGM9	0.02	1.559632	1.00000	+
562	Q8K3Y3	1.28	1.558611	1.00000	+
563	P12025	0.02	1.558506	1.00000	+
564	Q9D0T1	1.34	1.557465	1.00000	+
565	P16332	0.02	1.556819	1.00000	+
566	P47791	1.73	1.556669	1.00000	+
567	P61205	0.02	1.556257	1.00000	+
568	P99026	-2.26	1.555762	1.00000	-
569	Q6IQX7	0.02	1.555695	1.00000	+
570	Q3U0J8	0.02	1.555133	1.00000	+
571	P58468	1.30	1.554527	1.00000	+
572	Q9DBM1	0.02	1.552889	1.00000	+
573	Q5HZK1	0.89	1.551480	1.00000	+
574	P43021	0.02	1.551208	1.00000	+
575	Q9CU65	0.02	1.549530	1.00000	+
576	Q9JJ48	0.01	1.548411	1.00000	+
577	Q04690	0.01	1.547294	1.00000	+
578	A3KFM7	0.01	1.545062	1.00000	+
579	Q9QYC0	0.01	1.544505	1.00000	+
580	E9Q4F7	0.01	1.543948	1.00000	+
581	Q9Z104	0.01	1.542834	1.00000	+
582	Q6IQY5	0.00	1.540609	1.00000	+
583	P62814	-2.15	1.540075	1.00000	-
584	Q9QXL8	0.01	1.540053	1.00000	+
585	Q9DCS2	0.00	1.539498	1.00000	+
586	Q9D6L8	0.00	1.538942	1.00000	+
587	Q811P8	0.00	1.538387	1.00000	+
588	Q9WV69	0.00	1.536169	1.00000	+
589	Q9CSU0	-0.00	1.535615	1.00000	+
590	Q148W8	-0.00	1.535061	1.00000	+
591	L0N7N1	-0.00	1.533954	1.00000	+
592	P67871	-0.00	1.533401	1.00000	+
593	Q9QYT7	-0.00	1.532848	1.00000	+
594	Q922R5	-0.01	1.532295	1.00000	+
595	Q8VD76	-0.01	1.531743	1.00000	+
596	A0A0N4SUU0	-0.01	1.531191	1.00000	+
597	Q66L44	0.86	1.529309	1.00000	+
598	Q9D880	1.67	1.529216	1.00000	+
599	P48771	-0.01	1.528432	1.00000	+
600	Q8CD26	-0.01	1.527881	1.00000	+
601	Q6NXH3	-0.01	1.527330	1.00000	+
602	Q6NZQ4	-0.01	1.526229	1.00000	+
603	P20918	-0.01	1.525678	1.00000	+
604	Q9R0X0	-0.01	1.525128	1.00000	+
605	Q80TE4	-0.01	1.524578	1.00000	+
606	Q9DCX1	-0.01	1.524029	1.00000	+
607	Q8BG17	-2.91	1.523631	1.00000	-
608	Q6PFE7	-0.01	1.523479	1.00000	+
609	Q9DCJ5	-0.67	1.520584	1.00000	-
610	Q5PRE5	-0.02	1.519638	1.00000	+
611	Q61609	-0.02	1.519090	1.00000	+
612	Q91YI4	-0.02	1.517995	1.00000	+
613	Q9JHD2	-0.24	1.517427	1.00000	-
614	A2BI40	-0.24	1.517427	1.00000	-
615	P62818	-0.24	1.517427	1.00000	-
616	O08911	-0.24	1.517427	1.00000	-
617	D3YY58	-0.24	1.517427	1.00000	-
618	Q8VC42	-0.24	1.517427	1.00000	-
619	Q921H9	-0.24	1.517427	1.00000	-
620	A0A1D5RLD6	-0.24	1.517427	1.00000	-
621	P0C7T6	-0.24	1.517427	1.00000	-
622	Q8BH97	-0.24	1.517427	1.00000	-
623	Q6PDH0	-0.24	1.517427	1.00000	-
624	Q8R0L9	-0.24	1.517427	1.00000	-
625	D9J302	-0.24	1.517427	1.00000	-
626	Q7TQC5	-0.24	1.517427	1.00000	-
627	Q8K2Y9	-0.24	1.517427	1.00000	-
628	Q7TQ40	-0.24	1.517427	1.00000	-
629	Q6JPI3	-0.24	1.517427	1.00000	-
630	P0DN91	-0.24	1.517427	1.00000	-
631	Q61179	-0.25	1.517427	1.00000	-
632	Q6A098	-0.25	1.517427	1.00000	-
633	Q6IR34	-0.25	1.517427	1.00000	-
634	Q3UPE3	-0.25	1.517427	1.00000	-
635	P01831	-0.25	1.517427	1.00000	-
636	P70124	-0.25	1.517427	1.00000	-
637	O35153	-0.25	1.517427	1.00000	-
638	Q9ER05	-0.25	1.517427	1.00000	-
639	Q8BG95	-0.25	1.517427	1.00000	-
640	Q5M8M2	-0.25	1.517427	1.00000	-
641	O35719	-0.25	1.517427	1.00000	-
642	P15806	-0.25	1.517427	1.00000	-
643	Q8BGE5	-0.25	1.517427	1.00000	-
644	Q8CHG7	-0.25	1.517427	1.00000	-
645	B1AR17	-0.25	1.517427	1.00000	-
646	Q8K4L4	-0.25	1.517427	1.00000	-
647	Q80WW9	-0.25	1.517427	1.00000	-
648	Q99JT5	-0.25	1.517427	1.00000	-
649	Q8VED5	-0.25	1.517427	1.00000	-
650	A0A338P7A1	-0.25	1.517427	1.00000	-
651	Q8BUV8	-0.25	1.517427	1.00000	-
652	Q8CHV6	-0.25	1.517427	1.00000	-
653	Q62406	-0.25	1.517427	1.00000	-
654	O54788	-0.25	1.517427	1.00000	-
655	A0A338P6E8	-0.26	1.517427	1.00000	-
656	O54791	-0.26	1.517427	1.00000	-
657	P84096	-0.26	1.517427	1.00000	-
658	Q80WS3	-0.26	1.517427	1.00000	-
659	Q8BUR3	-0.26	1.517427	1.00000	-
660	Q3UGP8	-0.26	1.517427	1.00000	-
661	Q9R224	-0.26	1.517427	1.00000	-
662	I1VGT6	-0.26	1.517427	1.00000	-
663	Q8CGE9	0.00	1.517427	1.00000	-
664	Q62276	0.00	1.517427	1.00000	-
665	Q99KU1	0.00	1.517427	1.00000	-
666	Q8R1S9	0.00	1.517427	1.00000	-
667	Q9DBU6	0.00	1.517427	1.00000	-
668	Q9CQZ7	0.00	1.517427	1.00000	-
669	Q7TPD1	0.00	1.517427	1.00000	-
670	Q5DTN8	0.00	1.517427	1.00000	-
671	Q8VI63	0.00	1.517427	1.00000	-
672	O35261	0.00	1.517427	1.00000	-
673	Q3U2U7	0.00	1.517427	1.00000	-
674	Q7TNL3	0.00	1.517427	1.00000	-
675	Q6P9K8	0.00	1.517427	1.00000	-
676	Q8K2A4	0.00	1.517427	1.00000	-
677	Q923P0	0.00	1.517427	1.00000	-
678	Q6ZWQ7	0.00	1.517427	1.00000	-
679	Q9ERE2	0.00	1.517427	1.00000	-
680	Q9D110	0.00	1.517427	1.00000	-
681	Q922S4	0.00	1.517427	1.00000	-
682	Q9CQU0	0.00	1.517427	1.00000	-
683	Q3ULM0	0.00	1.517427	1.00000	-
684	Q9ERR8	0.00	1.517427	1.00000	-
685	Q9ERL7	0.00	1.517427	1.00000	-
686	Q4KUS2	0.00	1.517427	1.00000	-
687	O70157	0.00	1.517427	1.00000	-
688	Q6GQT1	0.00	1.517427	1.00000	-
689	Q9DCL4	0.00	1.517427	1.00000	-
690	Q3TEI4	0.00	1.517427	1.00000	-
691	A0A1B0GRE8	0.00	1.517427	1.00000	-
692	Q9CPV1	0.00	1.517427	1.00000	-
693	G3UWZ0	0.00	1.517427	1.00000	-
694	F6VAN0	0.00	1.517427	1.00000	-
695	Q8K4R4	0.00	1.517427	1.00000	-
696	P59048	0.00	1.517427	1.00000	-
697	Q80TH2	0.00	1.517427	1.00000	-
698	Q8BH48	0.00	1.517427	1.00000	-
699	Q8BYC6	0.00	1.517427	1.00000	-
700	Q6TXD4	0.00	1.517427	1.00000	-
701	Q9JMC3	0.00	1.517427	1.00000	-
702	Q5SSG5	0.00	1.517427	1.00000	-
703	F8VPX4	0.00	1.517427	1.00000	-
704	Q9JM93	0.00	1.517427	1.00000	-
705	Q9DAT5	0.00	1.517427	1.00000	-
706	Q61644	0.00	1.517427	1.00000	-
707	A2AAE1	0.00	1.517427	1.00000	-
708	Q812A2	0.00	1.517427	1.00000	-
709	Q8R023	0.00	1.517427	1.00000	-
710	F8VQJ3	0.00	1.517427	1.00000	-
711	A0A0G2JDI2	0.00	1.517427	1.00000	-
712	Q61985	0.00	1.517427	1.00000	-
713	P06537	0.00	1.517427	1.00000	-
714	Q61286	0.00	1.517427	1.00000	-
715	Q8BJ48	0.00	1.517427	1.00000	-
716	G3UZZ1	0.00	1.517427	1.00000	-
717	Q3TPE9	0.00	1.517427	1.00000	-
718	Q99M74	0.00	1.517427	1.00000	-
719	Q9QXV8	0.00	1.517427	1.00000	-
720	P03995	0.00	1.517427	1.00000	-
721	Q9QXT1	0.00	1.517427	1.00000	-
722	Q60636	0.00	1.517427	1.00000	-
723	P59729	0.00	1.517427	1.00000	-
724	Q5SVR0	0.00	1.517427	1.00000	-
725	V9GX31	0.00	1.517427	1.00000	-
726	Q91WV0	0.00	1.517427	1.00000	-
727	E9Q5M6	0.00	1.517427	1.00000	-
728	Q9WV98	0.00	1.517427	1.00000	-
729	Q8CCE9	0.00	1.517427	1.00000	-
730	Q8K0Y2	0.00	1.517427	1.00000	-
731	Q497I4	0.00	1.517427	1.00000	-
732	Q8BFX3	0.00	1.517427	1.00000	-
733	Q9D032	0.00	1.517427	1.00000	-
734	P01942	0.00	1.517427	1.00000	-
735	Q8R395	0.00	1.517427	1.00000	-
736	O89114	0.00	1.517427	1.00000	-
737	Q6P7W2	0.00	1.517427	1.00000	-
738	A2AH75	0.00	1.517427	1.00000	-
739	Q8K3P0	0.00	1.517427	1.00000	-
740	Q9D864	0.00	1.517427	1.00000	-
741	Q3TIR1	0.00	1.517427	1.00000	-
742	Q9WVD4	0.00	1.517427	1.00000	-
743	Q9CXC3	0.00	1.517427	1.00000	-
744	Q2MDF8	0.00	1.517427	1.00000	-
745	F6Q8N5	0.00	1.517427	1.00000	-
746	O89032	0.00	1.517427	1.00000	-
747	Q3V089	0.00	1.517427	1.00000	-
748	Q8K120	0.00	1.517427	1.00000	-
749	O89113	0.00	1.517427	1.00000	-
750	Q99M73	0.00	1.517427	1.00000	-
751	Q61006	0.00	1.517427	1.00000	-
752	L7N462	0.00	1.517427	1.00000	-
753	Q99M01	0.00	1.517427	1.00000	-
754	Q8CFD4	0.00	1.517427	1.00000	-
755	Q80YT7	0.00	1.517427	1.00000	-
756	H3BJB6	0.00	1.517427	1.00000	-
757	Q9Z2E1	0.00	1.517427	1.00000	-
758	Q3TNS5	0.00	1.517427	1.00000	-
759	Q8BS54	0.00	1.517427	1.00000	-
760	Q8BSI6	0.00	1.517427	1.00000	-
761	O08580	0.00	1.517427	1.00000	-
762	P08122	0.00	1.517427	1.00000	-
763	Q505F4	0.00	1.517427	1.00000	-
764	Q7TSV9	0.00	1.517427	1.00000	-
765	Q6NVE3	0.00	1.517427	1.00000	-
766	O08547	0.00	1.517427	1.00000	-
767	Q6NZA9	0.00	1.517427	1.00000	-
768	P27664	0.00	1.517427	1.00000	-
769	Q8BK75	0.00	1.517427	1.00000	-
770	Q9JL61	0.00	1.517427	1.00000	-
771	Q3U4G0	0.00	1.517427	1.00000	-
772	V9GX76	0.00	1.517427	1.00000	-
773	Q3USZ8	0.00	1.517427	1.00000	-
774	Q920G9	0.00	1.517427	1.00000	-
775	Q91YU3	0.00	1.517427	1.00000	-
776	Q91ZR1	0.00	1.517427	1.00000	-
777	Q9D742	0.00	1.517427	1.00000	-
778	Q9CPS6	0.00	1.517427	1.00000	-
779	Q8C569	0.00	1.517427	1.00000	-
780	Q9DBJ3	0.00	1.517427	1.00000	-
781	Q3TRJ4	0.00	1.517427	1.00000	-
782	Q8BX57	0.00	1.517427	1.00000	-
783	Q80XR8	0.00	1.517427	1.00000	-
784	Q9CUN6	0.00	1.517427	1.00000	-
785	P43352	0.00	1.517427	1.00000	-
786	Q9R226	0.00	1.517427	1.00000	-
787	Q69Z69	0.00	1.517427	1.00000	+
788	Q5RIS0	0.00	1.517427	1.00000	+
789	Q8R2V3	0.00	1.517427	1.00000	+
790	Q8R3P9	0.00	1.517427	1.00000	+
791	B1AR69	0.00	1.517427	1.00000	+
792	Q99J79	0.00	1.517427	1.00000	+
793	Q8VBX6	0.00	1.517427	1.00000	+
794	A2AG10	0.00	1.517427	1.00000	+
795	P62482	0.00	1.517427	1.00000	+
796	Q68FE6	0.00	1.517427	1.00000	+
797	P13808	0.00	1.517427	1.00000	+
798	Q8CA72	0.00	1.517427	1.00000	+
799	Q64455	0.00	1.517427	1.00000	+
800	Q9Z1A9	0.00	1.517427	1.00000	+
801	Q52KE7	0.00	1.517427	1.00000	+
802	Q8BQC8	0.00	1.517427	1.00000	+
803	Q60969	0.00	1.517427	1.00000	+
804	P00342	0.00	1.517427	1.00000	+
805	A2A690	0.00	1.517427	1.00000	+
806	Q99MS7	0.00	1.517427	1.00000	+
807	A2AQA1	0.00	1.517427	1.00000	+
808	Q8K2I4	0.00	1.517427	1.00000	+
809	Q4VAC9	0.00	1.517427	1.00000	+
810	Q99PF4	0.00	1.517427	1.00000	+
811	Q5DTX6	0.00	1.517427	1.00000	+
812	Q08BU3	0.00	1.517427	1.00000	+
813	Q3UN58	0.00	1.517427	1.00000	+
814	Q8K2W9	0.00	1.517427	1.00000	+
815	Q9D7N6	0.00	1.517427	1.00000	+
816	Q4TU83	0.00	1.517427	1.00000	+
817	Q6RI63	0.00	1.517427	1.00000	+
818	Q8R1S0	0.00	1.517427	1.00000	+
819	Q6ZWS8	0.00	1.517427	1.00000	+
820	Q9WV30	0.00	1.517427	1.00000	+
821	Q8K2X1	0.00	1.517427	1.00000	+
822	P06837	0.00	1.517427	1.00000	+
823	Q640L5	0.00	1.517427	1.00000	+
824	Q8K3R3	0.00	1.517427	1.00000	+
825	Q8R2Q3	0.00	1.517427	1.00000	+
826	A0A494BA02	0.00	1.517427	1.00000	+
827	Q9Z0H0	0.00	1.517427	1.00000	+
828	P62984	0.00	1.517427	1.00000	+
829	Q8BH44	0.00	1.517427	1.00000	+
830	A2BFL2	0.00	1.517427	1.00000	+
831	Q8CDJ3	0.00	1.517427	1.00000	+
832	P61216	0.00	1.517427	1.00000	+
833	O55230	0.00	1.517427	1.00000	+
834	Q5DU14	0.00	1.517427	1.00000	+
835	P04247	0.00	1.517427	1.00000	+
836	Q99LY9	0.00	1.517427	1.00000	+
837	Q8C8N2	0.00	1.517427	1.00000	+
838	A0A3Q4EBZ2	0.00	1.517427	1.00000	+
839	Q8VC90	0.00	1.517427	1.00000	+
840	Q9DBU0	0.00	1.517427	1.00000	+
841	Q80X80	0.00	1.517427	1.00000	+
842	Q505F1	0.00	1.517427	1.00000	+
843	Q5Y4Y6	0.00	1.517427	1.00000	+
844	Q8CFH6	0.00	1.517427	1.00000	+
845	D6RFP0	0.00	1.517427	1.00000	+
846	Q8BXQ6	0.00	1.517427	1.00000	+
847	G5E8G2	0.00	1.517427	1.00000	+
848	G5E8K5	0.00	1.517427	1.00000	+
849	Q8C3F2	0.00	1.517427	1.00000	+
850	Q9QYC3	0.00	1.517427	1.00000	+
851	Q8BXN9	0.00	1.517427	1.00000	+
852	Q6A000	0.00	1.517427	1.00000	+
853	Q61818	0.00	1.517427	1.00000	+
854	Q5PR68	0.00	1.517427	1.00000	+
855	E9PWT2	0.00	1.517427	1.00000	+
856	Q3TVW5	0.00	1.517427	1.00000	+
857	P23336	0.00	1.517427	1.00000	+
858	Q61233	0.00	1.517427	1.00000	+
859	Q6PD05	0.00	1.517427	1.00000	+
860	Q8K1L2	0.00	1.517427	1.00000	+
861	Q920L5	0.00	1.517427	1.00000	+
862	A0A0U1RPK5	0.00	1.517427	1.00000	+
863	D3YZU1	0.00	1.517427	1.00000	+
864	Q8CJG1	0.00	1.517427	1.00000	+
865	Q811D2	0.00	1.517427	1.00000	+
866	Q921W2	0.00	1.517427	1.00000	+
867	D3Z5I1	0.00	1.517427	1.00000	+
868	P19973	0.00	1.517427	1.00000	+
869	P25911	0.00	1.517427	1.00000	+
870	G5E8C2	0.00	1.517427	1.00000	+
871	O08750	0.00	1.517427	1.00000	+
872	P21952	0.00	1.517427	1.00000	+
873	Q91VL9	0.00	1.517427	1.00000	+
874	Q6L8S8	0.00	1.517427	1.00000	+
875	O08601	0.00	1.517427	1.00000	+
876	Q920Q2	0.00	1.517427	1.00000	+
877	P21440	0.00	1.517427	1.00000	+
878	A0A1L1SSC7	0.00	1.517427	1.00000	+
879	Q9CWH6	0.00	1.517427	1.00000	+
880	Q0VBL1	0.00	1.517427	1.00000	+
881	Q61495	0.00	1.517427	1.00000	+
882	Q922C1	0.00	1.517427	1.00000	+
883	Q5SWY8	0.00	1.517427	1.00000	+
884	Q9CXY1	0.00	1.517427	1.00000	+
885	Q9CXL3	0.00	1.517427	1.00000	+
886	Q3KNJ2	0.00	1.517427	1.00000	+
887	Q61414	0.00	1.517427	1.00000	+
888	Q5SV02	0.00	1.517427	1.00000	+
889	P28667	0.00	1.517427	1.00000	+
890	Q32NY4	0.00	1.517427	1.00000	+
891	Q8QZY9	0.00	1.517427	1.00000	+
892	Q80TR1	0.00	1.517427	1.00000	+
893	Q2HXL6	0.00	1.517427	1.00000	+
894	F6QRE9	0.00	1.517427	1.00000	+
895	F6RMJ1	0.00	1.517427	1.00000	+
896	Q8K4S1	0.00	1.517427	1.00000	+
897	Q80TL4	0.00	1.517427	1.00000	+
898	Q61704	0.00	1.517427	1.00000	+
899	Q91YQ7	0.00	1.517427	1.00000	+
900	Q61701	0.00	1.517427	1.00000	+
901	A0A0G2JFL4	0.00	1.517427	1.00000	+
902	G3UZV6	0.00	1.517427	1.00000	+
903	P39053	0.00	1.517427	1.00000	+
904	Q6PB70	0.00	1.517427	1.00000	+
905	Q9JJN2	0.00	1.517427	1.00000	+
906	Q9JME5	0.26	1.517427	1.00000	+
907	Q9CZ96	0.26	1.517427	1.00000	+
908	Q9CX48	0.26	1.517427	1.00000	+
909	F6ZBR8	0.26	1.517427	1.00000	+
910	Q5RIM6	0.27	1.517427	1.00000	+
911	F6YSQ2	0.27	1.517427	1.00000	+
912	P27782	0.27	1.517427	1.00000	+
913	O35127	0.27	1.517427	1.00000	+
914	Q3U829	0.27	1.517427	1.00000	+
915	Q62296	0.27	1.517427	1.00000	+
916	O35464	0.27	1.517427	1.00000	+
917	A0A1N9PTV1	0.27	1.517427	1.00000	+
918	O35566	0.27	1.517427	1.00000	+
919	P01837	0.27	1.517427	1.00000	+
920	Q8BVL9	0.27	1.517427	1.00000	+
921	P97457	0.27	1.517427	1.00000	+
922	Q8BND4	0.27	1.517427	1.00000	+
923	Q9D1B9	0.27	1.517427	1.00000	+
924	P97432	0.27	1.517427	1.00000	+
925	F8VPV0	0.27	1.517427	1.00000	+
926	Q3UBZ5	0.27	1.517427	1.00000	+
927	Q8BI67	0.27	1.517427	1.00000	+
928	A0A1Y7VKG2	0.28	1.517427	1.00000	+
929	O35739	0.28	1.517427	1.00000	+
930	Q8VE92	0.28	1.517427	1.00000	+
931	Q8CIA5	0.28	1.517427	1.00000	+
932	S4R203	0.28	1.517427	1.00000	+
933	Q8BI08	0.28	1.517427	1.00000	+
934	O35942	0.28	1.517427	1.00000	+
935	Q61062	0.28	1.517427	1.00000	+
936	P97302	0.28	1.517427	1.00000	+
937	Q5HZI9	0.29	1.517427	1.00000	+
938	Q7TMI3	0.29	1.517427	1.00000	+
939	O35973	0.29	1.517427	1.00000	+
940	P51944	0.29	1.517427	1.00000	+
941	P86448	0.29	1.517427	1.00000	+
942	Q9CQS2	0.29	1.517427	1.00000	+
943	Q9CQQ8	0.29	1.517427	1.00000	+
944	Q8BGA7	0.29	1.517427	1.00000	+
945	O54819	0.29	1.517427	1.00000	+
946	Q62377	0.29	1.517427	1.00000	+
947	Q9ESN5	0.29	1.517427	1.00000	+
948	Q80WG7	0.29	1.517427	1.00000	+
949	Q6PFD7	0.29	1.517427	1.00000	+
950	Q8C650	0.30	1.517427	1.00000	+
951	Q3U4W8	0.30	1.517427	1.00000	+
952	Q8C726	0.30	1.517427	1.00000	+
953	Q9D0V8	0.30	1.517427	1.00000	+
954	Q7TNK4	0.30	1.517427	1.00000	+
955	Q9Z2V6	0.04	1.516901	1.00000	+
956	Q60864	-2.12	1.516600	1.00000	-
957	Q5SUA5	0.04	1.516354	1.00000	+
958	Q07646	0.03	1.515807	1.00000	+
959	Q93092	-2.15	1.515795	1.00000	-
960	Q61425	0.04	1.515260	1.00000	+
961	Q811G0	0.04	1.514714	1.00000	+
962	Q6NV66	0.04	1.514168	1.00000	+
963	Q8VCE2	0.04	1.513622	1.00000	+
964	Q5NBX1	0.04	1.513076	1.00000	+
965	Q99PT9	0.04	1.512531	1.00000	+
966	Q922R0	0.04	1.511440	1.00000	+
967	Q920R6	0.04	1.509806	1.00000	+
968	Q8BW72	0.04	1.509262	1.00000	+
969	Q91V41	-0.74	1.509094	1.00000	-
970	G3UVU2	0.04	1.508173	1.00000	+
971	Q91YD3	-0.74	1.507950	1.00000	-
972	Q8VED8	0.04	1.505456	1.00000	+
973	P24472	-2.23	1.504283	1.00000	-
974	O35613	0.04	1.503828	1.00000	+
975	Q9JHJ0	1.63	1.503682	1.00000	+
976	Q3USH5	0.04	1.503286	1.00000	+
977	Q8VDR9	0.04	1.502744	1.00000	+
978	P68033	1.26	1.501524	1.00000	+
979	Q7TS63	0.03	1.501119	1.00000	+
980	Q99P21	0.03	1.500577	1.00000	+
981	Q7TQK0	0.03	1.498414	1.00000	+
982	E9Q3P4	0.03	1.497333	1.00000	+
983	Q9CPV5	1.18	1.496917	1.00000	+
984	Q61335	-0.74	1.496554	1.00000	-
985	Q3UHR0	0.79	1.496448	1.00000	+
986	Q8VIG6	0.04	1.496253	1.00000	+
987	Q9D483	0.04	1.495714	1.00000	+
988	Q8C5Q4	0.04	1.495174	1.00000	+
989	O55101	0.04	1.494096	1.00000	+
990	Q8VIG1	0.04	1.493557	1.00000	+
991	P79457	0.04	1.492479	1.00000	+
992	Q91VD9	-2.13	1.491972	1.00000	-
993	O70472	0.04	1.491403	1.00000	+
994	Q921G6	0.04	1.490865	1.00000	+
995	P97822	-2.21	1.489500	1.00000	-
996	Q9JJ28	0.04	1.489252	1.00000	+
997	P62984	1.22	1.488316	1.00000	+
998	P02301	1.19	1.487992	1.00000	+
999	F7AR15	0.03	1.486030	1.00000	+
1000	Q80SY5	0.04	1.485494	1.00000	+
1001	O54790	1.21	1.482905	1.00000	+
1002	P99029	0.03	1.482815	1.00000	+
1003	Q91YI6	1.15	1.482235	1.00000	+
1004	Q80US4	0.03	1.480676	1.00000	+
1005	Q9R061	0.03	1.478539	1.00000	+
1006	E9PWT1	0.03	1.478005	1.00000	+
1007	Q80SY4	0.03	1.477471	1.00000	+
1008	Q9D842	0.03	1.476938	1.00000	+
1009	Q5U458	0.03	1.476405	1.00000	+
1010	O70279	0.03	1.475872	1.00000	+
1011	Q8BHD8	0.03	1.475339	1.00000	+
1012	Q62521	1.15	1.474911	1.00000	+
1013	Q5SYD0	0.03	1.474806	1.00000	+
1014	O08734	0.02	1.470550	1.00000	+
1015	Q5HZG4	0.02	1.470019	1.00000	+
1016	Q9WTI7	0.02	1.469488	1.00000	+
1017	Q9WV68	0.02	1.467895	1.00000	+
1018	Q8C5X1	0.02	1.466835	1.00000	+
1019	Q9JHC9	0.02	1.466305	1.00000	+
1020	Q8BRT1	0.02	1.465775	1.00000	+
1021	E9PZJ8	0.02	1.464716	1.00000	+
1022	Q3U2E2	0.02	1.464186	1.00000	+
1023	P12815	0.02	1.463657	1.00000	+
1024	E9Q6K3	0.02	1.463128	1.00000	+
1025	Q9CQ71	0.02	1.462599	1.00000	+
1026	O35980	1.15	1.462359	1.00000	+
1027	P53810	-2.22	1.462196	1.00000	-
1028	V9GXT3	0.02	1.461542	1.00000	+
1029	Q6DFV3	0.02	1.460485	1.00000	+
1030	Q9CYR0	0.02	1.458901	1.00000	+
1031	P55096	0.02	1.458374	1.00000	+
1032	Q9CQE0	0.02	1.457846	1.00000	+
1033	P24860	-2.16	1.457437	1.00000	-
1034	Q5DTJ9	0.02	1.457319	1.00000	+
1035	Q9CZ62	0.02	1.456265	1.00000	+
1036	Q6PGH1	1.26	1.455746	1.00000	+
1037	O54931	0.02	1.455738	1.00000	+
1038	E9Q6S0	0.72	1.455187	1.00000	+
1039	Q3U319	0.02	1.454158	1.00000	+
1040	E9PYL2	0.02	1.453632	1.00000	+
1041	P19137	0.02	1.451529	1.00000	+
1042	P17156	0.02	1.451004	1.00000	+
1043	Q6PFD6	0.02	1.450479	1.00000	+
1044	Q9JM05	0.02	1.449954	1.00000	+
1045	Q61602	0.02	1.448904	1.00000	+
1046	Q8K4M5	0.01	1.446807	1.00000	+
1047	Q6ZPR1	0.01	1.446283	1.00000	+
1048	F7AL76	0.01	1.445235	1.00000	+
1049	Q91YL2	0.01	1.444712	1.00000	+
1050	P97390	0.01	1.444188	1.00000	+
1051	Q5DU00	0.01	1.442619	1.00000	+
1052	Q9CY50	-2.12	1.442293	1.00000	-
1053	A2AH22	0.01	1.442097	1.00000	+
1054	A2A9J5	0.01	1.441574	1.00000	+
1055	Q8BRH3	0.00	1.440529	1.00000	+
1056	Q8VE88	0.00	1.439485	1.00000	+
1057	P07356	-1.99	1.439408	1.00000	-
1058	Q91VW9	0.00	1.438442	1.00000	+
1059	P97931	0.00	1.437920	1.00000	+
1060	Q6ZQ93	-2.22	1.436909	1.00000	-
1061	Q9CXG9	1.12	1.436800	1.00000	+
1062	P49025	0.00	1.436357	1.00000	+
1063	P97762	0.00	1.435836	1.00000	+
1064	Q9D8Y1	0.00	1.435315	1.00000	+
1065	E9QAG8	0.00	1.434794	1.00000	+
1066	Q91WC1	1.15	1.434344	1.00000	+
1067	Q8BQZ5	0.00	1.434274	1.00000	+
1068	Q61102	0.00	1.433754	1.00000	+
1069	Q8BSF4	0.00	1.433233	1.00000	+
1070	A0A1B0GR91	0.00	1.432713	1.00000	+
1071	Q9CRA8	1.08	1.432356	1.00000	+
1072	Q04519	0.00	1.431674	1.00000	+
1073	Q8BJS8	0.00	1.431154	1.00000	+
1074	Q9JLQ2	0.00	1.430635	1.00000	+
1075	Q61146	0.00	1.430116	1.00000	+
1076	Q61414	-2.10	1.429922	1.00000	-
1077	Q8K2I2	0.01	1.429077	1.00000	+
1078	Q9DB42	0.01	1.428040	1.00000	+
1079	P63087	1.11	1.427052	1.00000	+
1080	O54714	0.01	1.427003	1.00000	+
1081	Q6DFZ1	0.01	1.426485	1.00000	+
1082	Q3TQB2	0.01	1.425966	1.00000	+
1083	Q5DU37	0.01	1.425449	1.00000	+
1084	Q3UTB7	0.01	1.424931	1.00000	+
1085	P03975	0.01	1.424413	1.00000	+
1086	F6QLP8	0.00	1.421310	1.00000	+
1087	O89090	0.00	1.420793	1.00000	+
1088	Q8K4L3	1.12	1.420712	1.00000	+
