# ProtRank analysis results of a dataset with 6862 rows and 2 comparisons
# comparisons in group 1: H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_1.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_2.raw & H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_4.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzadC_1.raw
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	LFC	rank score	FDR	signs in groups
5341	Q9JHQ5	0.00	0.492546	1.00000	-
5342	O35074	0.00	0.492546	1.00000	-
5343	O09174	0.00	0.492546	1.00000	-
5344	Q9JHS4	0.00	0.492546	1.00000	-
5345	Q9JHJ8	0.00	0.492546	1.00000	-
5346	O35250	0.00	0.492546	1.00000	-
5347	Q9ESW8	0.00	0.492546	1.00000	-
5348	O35309	0.00	0.492546	1.00000	-
5349	O35425	0.00	0.492546	1.00000	-
5350	Q9ES74	0.00	0.492546	1.00000	-
5351	O35405	0.00	0.492546	1.00000	-
5352	Q9ESC8	0.00	0.492546	1.00000	-
5353	Q9ESD7	0.00	0.492546	1.00000	-
5354	Q9ESE1	0.00	0.492546	1.00000	-
5355	Q9ESG9	0.00	0.492546	1.00000	-
5356	Q60688	0.00	0.492546	1.00000	-
5357	Q9ESJ4	0.00	0.492546	1.00000	-
5358	Q9ESK9	0.00	0.492546	1.00000	-
5359	Q9ESL4	0.00	0.492546	1.00000	-
5360	Q9ESN2	0.00	0.492546	1.00000	-
5361	O35386	0.00	0.492546	1.00000	-
5362	O35385	0.00	0.492546	1.00000	-
5363	Q9ESP1	0.00	0.492546	1.00000	-
5364	O35379	0.00	0.492546	1.00000	-
5365	O35344	0.00	0.492546	1.00000	-
5366	Q9EST5	0.00	0.492546	1.00000	-
5367	O35316	0.00	0.492546	1.00000	-
5368	Q9ES34	0.00	0.492546	1.00000	-
5369	P59764	0.00	0.492546	1.00000	-
5370	Q99KY4	0.00	0.492546	1.00000	-
5371	Q99N95	0.00	0.492546	1.00000	-
5372	Q69Z38	0.00	0.492546	1.00000	-
5373	Q68FH4	0.00	0.492546	1.00000	-
5374	Q68FG3	0.00	0.492546	1.00000	-
5375	Q68FF9	0.00	0.492546	1.00000	-
5376	Q68FF7	0.00	0.492546	1.00000	-
5377	Q8CCM6	0.00	0.492546	1.00000	-
5378	Q68FF6	0.00	0.492546	1.00000	-
5379	Q68FD7	0.00	0.492546	1.00000	-
5380	Q8CCB4	0.00	0.492546	1.00000	-
5381	Q68EF0	0.00	0.492546	1.00000	-
5382	Q8CDD8	0.00	0.492546	1.00000	-
5383	Q68ED7	0.00	0.492546	1.00000	-
5384	Q8CDG3	0.00	0.492546	1.00000	-
5385	Q66X22	0.00	0.492546	1.00000	-
5386	Q66T02	0.00	0.492546	1.00000	-
5387	Q8CE22	0.00	0.492546	1.00000	-
5388	Q8CE33	0.00	0.492546	1.00000	-
5389	Q8CE46	0.00	0.492546	1.00000	-
5390	Q8CDA1	0.00	0.492546	1.00000	-
5391	Q8CCA0	0.00	0.492546	1.00000	-
5392	Q8CC88	0.00	0.492546	1.00000	-
5393	Q8CC86	0.00	0.492546	1.00000	-
5394	Q6A065	0.00	0.492546	1.00000	-
5395	Q6A000	0.00	0.492546	1.00000	-
5396	Q69ZW3	0.00	0.492546	1.00000	-
5397	Q8C9S8	0.00	0.492546	1.00000	-
5398	Q8C9X6	0.00	0.492546	1.00000	-
5399	Q69ZS8	0.00	0.492546	1.00000	-
5400	Q8CAA7	0.00	0.492546	1.00000	-
5401	Q8CAK1	0.00	0.492546	1.00000	-
5402	Q8CAK3	0.00	0.492546	1.00000	-
5403	Q69ZJ7	0.00	0.492546	1.00000	-
5404	Q8CAS9	0.00	0.492546	1.00000	-
5405	Q69ZC8	0.00	0.492546	1.00000	-
5406	Q69ZB8	0.00	0.492546	1.00000	-
5407	Q69ZA1	0.00	0.492546	1.00000	-
5408	Q8CBE3	0.00	0.492546	1.00000	-
5409	Q8CBG9	0.00	0.492546	1.00000	-
5410	Q8CBW3	0.00	0.492546	1.00000	-
5411	Q69Z66	0.00	0.492546	1.00000	-
5412	Q8CC12	0.00	0.492546	1.00000	-
5413	Q8CE50	0.00	0.492546	1.00000	-
5414	Q6A070	0.00	0.492546	1.00000	-
5415	Q8CE90	0.00	0.492546	1.00000	-
5416	Q66JY2	0.00	0.492546	1.00000	-
5417	Q64362	0.00	0.492546	1.00000	-
5418	Q64311	0.00	0.492546	1.00000	-
5419	Q8CG72	0.00	0.492546	1.00000	-
5420	Q8CGA0	0.00	0.492546	1.00000	-
5421	Q8CGA2	0.00	0.492546	1.00000	-
5422	Q8CGB3	0.00	0.492546	1.00000	-
5423	Q641P0	0.00	0.492546	1.00000	-
5424	Q64152	0.00	0.492546	1.00000	-
5425	Q64364	0.00	0.492546	1.00000	-
5426	Q8CGF6	0.00	0.492546	1.00000	-
5427	Q8CGI1	0.00	0.492546	1.00000	-
5428	Q640Q5	0.00	0.492546	1.00000	-
5429	Q640N3	0.00	0.492546	1.00000	-
5430	Q640N2	0.00	0.492546	1.00000	-
5431	Q8CGU1	0.00	0.492546	1.00000	-
5432	Q63ZW7	0.00	0.492546	1.00000	-
5433	Q63961	0.00	0.492546	1.00000	-
5434	Q8CH62	0.00	0.492546	1.00000	-
5435	Q64105	0.00	0.492546	1.00000	-
5436	Q8CFY5	0.00	0.492546	1.00000	-
5437	Q8CFX1	0.00	0.492546	1.00000	-
5438	Q8CFW7	0.00	0.492546	1.00000	-
5439	Q8CEC2	0.00	0.492546	1.00000	-
5440	Q66GT5	0.00	0.492546	1.00000	-
5441	Q64735	0.00	0.492546	1.00000	-
5442	Q8CEE6	0.00	0.492546	1.00000	-
5443	Q8CEE7	0.00	0.492546	1.00000	-
5444	Q8CES0	0.00	0.492546	1.00000	-
5445	Q8CF89	0.00	0.492546	1.00000	-
5446	Q64701	0.00	0.492546	1.00000	-
5447	Q64669	0.00	0.492546	1.00000	-
5448	Q8CFE3	0.00	0.492546	1.00000	-
5449	Q64518	0.00	0.492546	1.00000	-
5450	Q8CFE8	0.00	0.492546	1.00000	-
5451	Q8CFG0	0.00	0.492546	1.00000	-
5452	Q64444	0.00	0.492546	1.00000	-
5453	Q64442	0.00	0.492546	1.00000	-
5454	Q8CFI5	0.00	0.492546	1.00000	-
5455	Q64430	0.00	0.492546	1.00000	-
5456	Q64373	0.00	0.492546	1.00000	-
5457	Q8CFV9	0.00	0.492546	1.00000	-
5458	Q8CE96	0.00	0.492546	1.00000	-
5459	Q8CH72	0.00	0.492546	1.00000	-
5460	Q6A0A2	0.00	0.492546	1.00000	-
5461	Q8C863	0.00	0.492546	1.00000	-
5462	Q6NZM9	0.00	0.492546	1.00000	-
5463	Q8C1B1	0.00	0.492546	1.00000	-
5464	Q8C1F4	0.00	0.492546	1.00000	-
5465	Q6NZL0	0.00	0.492546	1.00000	-
5466	Q8C1Q6	0.00	0.492546	1.00000	-
5467	Q8C1Y8	0.00	0.492546	1.00000	-
5468	Q6NZC7	0.00	0.492546	1.00000	-
5469	Q6NZB1	0.00	0.492546	1.00000	-
5470	Q8C1A3	0.00	0.492546	1.00000	-
5471	Q8C267	0.00	0.492546	1.00000	-
5472	Q8C2E4	0.00	0.492546	1.00000	-
5473	Q6NXW6	0.00	0.492546	1.00000	-
5474	Q8C2K1	0.00	0.492546	1.00000	-
5475	Q8C2L6	0.00	0.492546	1.00000	-
5476	Q6NXN1	0.00	0.492546	1.00000	-
5477	Q6NXH9	0.00	0.492546	1.00000	-
5478	Q6NVG5	0.00	0.492546	1.00000	-
5479	Q6NVG1	0.00	0.492546	1.00000	-
5480	Q8C2A2	0.00	0.492546	1.00000	-
5481	Q8C181	0.00	0.492546	1.00000	-
5482	Q8C180	0.00	0.492546	1.00000	-
5483	Q8C176	0.00	0.492546	1.00000	-
5484	Q6P1J1	0.00	0.492546	1.00000	-
5485	Q6P1H6	0.00	0.492546	1.00000	-
5486	Q6P1D7	0.00	0.492546	1.00000	-
5487	Q8C0L9	0.00	0.492546	1.00000	-
5488	Q8C0M0	0.00	0.492546	1.00000	-
5489	Q8C0M9	0.00	0.492546	1.00000	-
5490	Q6P073	0.00	0.492546	1.00000	-
5491	Q6P069	0.00	0.492546	1.00000	-
5492	Q8C0R0	0.00	0.492546	1.00000	-
5493	Q8C0S1	0.00	0.492546	1.00000	-
5494	Q6NZR2	0.00	0.492546	1.00000	-
5495	Q8C0V0	0.00	0.492546	1.00000	-
5496	Q8C0Z1	0.00	0.492546	1.00000	-
5497	Q8C129	0.00	0.492546	1.00000	-
5498	Q6NZN1	0.00	0.492546	1.00000	-
5499	Q8C163	0.00	0.492546	1.00000	-
5500	Q8C167	0.00	0.492546	1.00000	-
5501	Q8C170	0.00	0.492546	1.00000	-
5502	Q8C172	0.00	0.492546	1.00000	-
5503	Q8C3P7	0.00	0.492546	1.00000	-
5504	A0A0G2JE89	0.00	0.492546	1.00000	-
5505	Q8C3Q9	0.00	0.492546	1.00000	-
5506	Q8C3W1	0.00	0.492546	1.00000	-
5507	Q8C6U2	0.00	0.492546	1.00000	-
5508	Q6GQX2	0.00	0.492546	1.00000	-
5509	Q8C735	0.00	0.492546	1.00000	-
5510	Q8C754	0.00	0.492546	1.00000	-
5511	Q8C790	0.00	0.492546	1.00000	-
5512	Q6GQW0	0.00	0.492546	1.00000	-
5513	Q8C7E9	0.00	0.492546	1.00000	-
5514	Q8C7H1	0.00	0.492546	1.00000	-
5515	Q6GV12	0.00	0.492546	1.00000	-
5516	Q8C7K6	0.00	0.492546	1.00000	-
5517	Q6GQT6	0.00	0.492546	1.00000	-
5518	Q6DYE8	0.00	0.492546	1.00000	-
5519	Q8C7U7	0.00	0.492546	1.00000	-
5520	Q8C7X2	0.00	0.492546	1.00000	-
5521	Q6DID3	0.00	0.492546	1.00000	-
5522	Q8C827	0.00	0.492546	1.00000	-
5523	Q6DIB4	0.00	0.492546	1.00000	-
5524	Q6DI86	0.00	0.492546	1.00000	-
5525	Q6GQV7	0.00	0.492546	1.00000	-
5526	Q8C6I2	0.00	0.492546	1.00000	-
5527	Q6GYP7	0.00	0.492546	1.00000	-
5528	Q8C6E0	0.00	0.492546	1.00000	-
5529	Q8C3X4	0.00	0.492546	1.00000	-
5530	Q8C460	0.00	0.492546	1.00000	-
5531	Q6NVF4	0.00	0.492546	1.00000	-
5532	Q6NVF0	0.00	0.492546	1.00000	-
5533	Q8C4X2	0.00	0.492546	1.00000	-
5534	Q6NVE9	0.00	0.492546	1.00000	-
5535	Q8C551	0.00	0.492546	1.00000	-
5536	Q6NTA4	0.00	0.492546	1.00000	-
5537	Q6NSR8	0.00	0.492546	1.00000	-
5538	Q6NS59	0.00	0.492546	1.00000	-
5539	Q8C5H8	0.00	0.492546	1.00000	-
5540	Q8C5K5	0.00	0.492546	1.00000	-
5541	Q8C5L3	0.00	0.492546	1.00000	-
5542	Q8C5L6	0.00	0.492546	1.00000	-
5543	Q8C5P5	0.00	0.492546	1.00000	-
5544	Q6IR42	0.00	0.492546	1.00000	-
5545	Q8C5W3	0.00	0.492546	1.00000	-
5546	Q6IFZ6	0.00	0.492546	1.00000	-
5547	Q6IE21	0.00	0.492546	1.00000	-
5548	Q8C3S2	0.00	0.492546	1.00000	-
5549	Q8CH77	0.00	0.492546	1.00000	-
5550	Q8CHC4	0.00	0.492546	1.00000	-
5551	Q63932	0.00	0.492546	1.00000	-
5552	Q8K268	0.00	0.492546	1.00000	-
5553	Q61165	0.00	0.492546	1.00000	-
5554	Q61144	0.00	0.492546	1.00000	-
5555	Q61140	0.00	0.492546	1.00000	-
5556	Q61124	0.00	0.492546	1.00000	-
5557	Q61112	0.00	0.492546	1.00000	-
5558	Q61097	0.00	0.492546	1.00000	-
5559	Q8K2A8	0.00	0.492546	1.00000	-
5560	Q8K248	0.00	0.492546	1.00000	-
5561	Q8K2C6	0.00	0.492546	1.00000	-
5562	Q61083	0.00	0.492546	1.00000	-
5563	Q61081	0.00	0.492546	1.00000	-
5564	Q8K2D6	0.00	0.492546	1.00000	-
5565	Q61048	0.00	0.492546	1.00000	-
5566	Q61037	0.00	0.492546	1.00000	-
5567	Q61026	0.00	0.492546	1.00000	-
5568	Q61009	0.00	0.492546	1.00000	-
5569	Q8K2H4	0.00	0.492546	1.00000	-
5570	Q61090	0.00	0.492546	1.00000	-
5571	Q8K245	0.00	0.492546	1.00000	-
5572	Q8K221	0.00	0.492546	1.00000	-
5573	Q8K215	0.00	0.492546	1.00000	-
5574	Q61263	0.00	0.492546	1.00000	-
5575	Q8K199	0.00	0.492546	1.00000	-
5576	Q8K1A5	0.00	0.492546	1.00000	-
5577	Q61249	0.00	0.492546	1.00000	-
5578	Q8K1C0	0.00	0.492546	1.00000	-
5579	Q8K1E0	0.00	0.492546	1.00000	-
5580	Q8K1E6	0.00	0.492546	1.00000	-
5581	Q8K1H1	0.00	0.492546	1.00000	-
5582	Q61234	0.00	0.492546	1.00000	-
5583	Q61216	0.00	0.492546	1.00000	-
5584	Q8K1N1	0.00	0.492546	1.00000	-
5585	Q61214	0.00	0.492546	1.00000	-
5586	Q61205	0.00	0.492546	1.00000	-
5587	Q8K1R7	0.00	0.492546	1.00000	-
5588	Q61194	0.00	0.492546	1.00000	-
5589	Q8K1X4	0.00	0.492546	1.00000	-
5590	Q8K1Y2	0.00	0.492546	1.00000	-
5591	Q61189	0.00	0.492546	1.00000	-
5592	Q8K212	0.00	0.492546	1.00000	-
5593	Q8K2I1	0.00	0.492546	1.00000	-
5594	Q8K183	0.00	0.492546	1.00000	-
5595	Q60963	0.00	0.492546	1.00000	-
5596	Q60936	0.00	0.492546	1.00000	-
5597	Q8K382	0.00	0.492546	1.00000	-
5598	Q8K385	0.00	0.492546	1.00000	-
5599	Q60751	0.00	0.492546	1.00000	-
5600	Q8K387	0.00	0.492546	1.00000	-
5601	Q60716	0.00	0.492546	1.00000	-
5602	Q8K394	0.00	0.492546	1.00000	-
5603	Q8K396	0.00	0.492546	1.00000	-
5604	Q8K3A9	0.00	0.492546	1.00000	-
5605	Q99N96	0.00	0.492546	1.00000	-
5606	Q8K3C3	0.00	0.492546	1.00000	-
5607	Q60710	0.00	0.492546	1.00000	-
5608	Q60696	0.00	0.492546	1.00000	-
5609	Q8K3G9	0.00	0.492546	1.00000	-
5610	Q60676	0.00	0.492546	1.00000	-
5611	Q60670	0.00	0.492546	1.00000	-
5612	Q8K3K7	0.00	0.492546	1.00000	-
5613	Q60649	0.00	0.492546	1.00000	-
5614	Q60631	0.00	0.492546	1.00000	-
5615	Q8K3E5	0.00	0.492546	1.00000	-
5616	Q60756	0.00	0.492546	1.00000	-
5617	Q8K358	0.00	0.492546	1.00000	-
5618	Q60759	0.00	0.492546	1.00000	-
5619	Q8K2K6	0.00	0.492546	1.00000	-
5620	Q8K2L8	0.00	0.492546	1.00000	-
5621	Q60934	0.00	0.492546	1.00000	-
5622	Q8K2P7	0.00	0.492546	1.00000	-
5623	Q8K2Q7	0.00	0.492546	1.00000	-
5624	Q60928	0.00	0.492546	1.00000	-
5625	Q8K2T1	0.00	0.492546	1.00000	-
5626	Q60900	0.00	0.492546	1.00000	-
5627	Q60855	0.00	0.492546	1.00000	-
5628	Q8K2X3	0.00	0.492546	1.00000	-
5629	Q60854	0.00	0.492546	1.00000	-
5630	Q60823	0.00	0.492546	1.00000	-
5631	Q8K2Z2	0.00	0.492546	1.00000	-
5632	Q60821	0.00	0.492546	1.00000	-
5633	Q60790	0.00	0.492546	1.00000	-
5634	Q60775	0.00	0.492546	1.00000	-
5635	Q60770	0.00	0.492546	1.00000	-
5636	Q8K337	0.00	0.492546	1.00000	-
5637	Q60766	0.00	0.492546	1.00000	-
5638	Q60949	0.00	0.492546	1.00000	-
5639	Q61337	0.00	0.492546	1.00000	-
5640	Q8K126	0.00	0.492546	1.00000	-
5641	Q8K124	0.00	0.492546	1.00000	-
5642	Q62393	0.00	0.492546	1.00000	-
5643	Q8CI71	0.00	0.492546	1.00000	-
5644	Q62388	0.00	0.492546	1.00000	-
5645	Q62361	0.00	0.492546	1.00000	-
5646	Q8CIB5	0.00	0.492546	1.00000	-
5647	Q62273	0.00	0.492546	1.00000	-
5648	Q8CID0	0.00	0.492546	1.00000	-
5649	Q62241	0.00	0.492546	1.00000	-
5650	Q8CI59	0.00	0.492546	1.00000	-
5651	Q8CIG0	0.00	0.492546	1.00000	-
5652	Q62179	0.00	0.492546	1.00000	-
5653	Q62176	0.00	0.492546	1.00000	-
5654	Q8CII2	0.00	0.492546	1.00000	-
5655	Q62172	0.00	0.492546	1.00000	-
5656	Q8CIK8	0.00	0.492546	1.00000	-
5657	Q8CIM3	0.00	0.492546	1.00000	-
5658	Q62165	0.00	0.492546	1.00000	-
5659	Q8CIV8	0.00	0.492546	1.00000	-
5660	Q62210	0.00	0.492546	1.00000	-
5661	Q8CI51	0.00	0.492546	1.00000	-
5662	Q8CI43	0.00	0.492546	1.00000	-
5663	Q62415	0.00	0.492546	1.00000	-
5664	Q63844	0.00	0.492546	1.00000	-
5665	Q63829	0.00	0.492546	1.00000	-
5666	Q62559	0.00	0.492546	1.00000	-
5667	Q8CHH9	0.00	0.492546	1.00000	-
5668	Q62523	0.00	0.492546	1.00000	-
5669	Q8CHK3	0.00	0.492546	1.00000	-
5670	Q62470	0.00	0.492546	1.00000	-
5671	Q62447	0.00	0.492546	1.00000	-
5672	Q8CHS8	0.00	0.492546	1.00000	-
5673	Q62432	0.00	0.492546	1.00000	-
5674	Q62426	0.00	0.492546	1.00000	-
5675	Q8CHU3	0.00	0.492546	1.00000	-
5676	Q62422	0.00	0.492546	1.00000	-
5677	Q62420	0.00	0.492546	1.00000	-
5678	Q8CHY3	0.00	0.492546	1.00000	-
5679	Q62419	0.00	0.492546	1.00000	-
5680	Q8CI04	0.00	0.492546	1.00000	-
5681	Q8CI08	0.00	0.492546	1.00000	-
5682	Q8CI12	0.00	0.492546	1.00000	-
5683	Q62136	0.00	0.492546	1.00000	-
5684	Q8CJ19	0.00	0.492546	1.00000	-
5685	Q8CJ26	0.00	0.492546	1.00000	-
5686	Q62095	0.00	0.492546	1.00000	-
5687	Q8K057	0.00	0.492546	1.00000	-
5688	Q8K072	0.00	0.492546	1.00000	-
5689	Q8K094	0.00	0.492546	1.00000	-
5690	Q8K0C1	0.00	0.492546	1.00000	-
5691	Q8K0C9	0.00	0.492546	1.00000	-
5692	Q8K0D0	0.00	0.492546	1.00000	-
5693	Q8K0E1	0.00	0.492546	1.00000	-
5694	Q61543	0.00	0.492546	1.00000	-
5695	Q8K0G5	0.00	0.492546	1.00000	-
5696	Q8K0G8	0.00	0.492546	1.00000	-
5697	Q8K0H5	0.00	0.492546	1.00000	-
5698	Q8K0J2	0.00	0.492546	1.00000	-
5699	Q8K0V2	0.00	0.492546	1.00000	-
5700	Q61500	0.00	0.492546	1.00000	-
5701	Q61458	0.00	0.492546	1.00000	-
5702	Q8K0Z7	0.00	0.492546	1.00000	-
5703	Q61391	0.00	0.492546	1.00000	-
5704	Q61387	0.00	0.492546	1.00000	-
5705	Q61382	0.00	0.492546	1.00000	-
5706	Q61576	0.00	0.492546	1.00000	-
5707	Q8C0E2	0.00	0.492546	1.00000	-
5708	Q8K013	0.00	0.492546	1.00000	-
5709	Q8K010	0.00	0.492546	1.00000	-
5710	Q62093	0.00	0.492546	1.00000	-
5711	Q8CJ61	0.00	0.492546	1.00000	-
5712	Q62083	0.00	0.492546	1.00000	-
5713	Q62074	0.00	0.492546	1.00000	-
5714	Q62073	0.00	0.492546	1.00000	-
5715	Q62070	0.00	0.492546	1.00000	-
5716	Q61941	0.00	0.492546	1.00000	-
5717	Q6P205	0.00	0.492546	1.00000	-
5718	Q61792	0.00	0.492546	1.00000	-
5719	Q61781	0.00	0.492546	1.00000	-
5720	Q8JZP9	0.00	0.492546	1.00000	-
5721	Q61765	0.00	0.492546	1.00000	-
5722	Q8JZS9	0.00	0.492546	1.00000	-
5723	Q61739	0.00	0.492546	1.00000	-
5724	Q8JZV7	0.00	0.492546	1.00000	-
5725	Q8JZY2	0.00	0.492546	1.00000	-
5726	Q8JZY4	0.00	0.492546	1.00000	-
5727	Q9JHT5	0.00	0.492546	1.00000	-
5728	Q8JZZ7	0.00	0.492546	1.00000	-
5729	Q8K012	0.00	0.492546	1.00000	-
5730	Q6P3B9	0.00	0.492546	1.00000	-
5731	Q8C0D4	0.00	0.492546	1.00000	-
5732	Q8C0D0	0.00	0.492546	1.00000	-
5733	Q80UN1	0.00	0.492546	1.00000	-
5734	Q80UK7	0.00	0.492546	1.00000	-
5735	Q80UG8	0.00	0.492546	1.00000	-
5736	Q8BJ37	0.00	0.492546	1.00000	-
5737	Q8BJ56	0.00	0.492546	1.00000	-
5738	Q8BJ63	0.00	0.492546	1.00000	-
5739	Q80U49	0.00	0.492546	1.00000	-
5740	Q80U38	0.00	0.492546	1.00000	-
5741	Q80UN9	0.00	0.492546	1.00000	-
5742	Q80U30	0.00	0.492546	1.00000	-
5743	Q80U28	0.00	0.492546	1.00000	-
5744	Q8BJL1	0.00	0.492546	1.00000	-
5745	Q8BJM3	0.00	0.492546	1.00000	-
5746	Q80TZ9	0.00	0.492546	1.00000	-
5747	Q8BJQ2	0.00	0.492546	1.00000	-
5748	Q80TZ3	0.00	0.492546	1.00000	-
5749	Q8BJU9	0.00	0.492546	1.00000	-
5750	Q80TY0	0.00	0.492546	1.00000	-
5751	Q8BJH1	0.00	0.492546	1.00000	-
5752	Q8BIX3	0.00	0.492546	1.00000	-
5753	Q80UP8	0.00	0.492546	1.00000	-
5754	Q80UW2	0.00	0.492546	1.00000	-
5755	Q8BHY8	0.00	0.492546	1.00000	-
5756	Q8BHZ0	0.00	0.492546	1.00000	-
5757	Q80W71	0.00	0.492546	1.00000	-
5758	Q80W54	0.00	0.492546	1.00000	-
5759	Q80W37	0.00	0.492546	1.00000	-
5760	Q80W00	0.00	0.492546	1.00000	-
5761	Q80VJ2	0.00	0.492546	1.00000	-
5762	Q80V94	0.00	0.492546	1.00000	-
5763	Q8BIA4	0.00	0.492546	1.00000	-
5764	Q80V91	0.00	0.492546	1.00000	-
5765	Q8BIF9	0.00	0.492546	1.00000	-
5766	Q80V86	0.00	0.492546	1.00000	-
5767	Q80V26	0.00	0.492546	1.00000	-
5768	Q80UY2	0.00	0.492546	1.00000	-
5769	Q8BIJ7	0.00	0.492546	1.00000	-
5770	Q8BIK4	0.00	0.492546	1.00000	-
5771	Q8BIL5	0.00	0.492546	1.00000	-
5772	Q80UW5	0.00	0.492546	1.00000	-
5773	Q8BIR2	0.00	0.492546	1.00000	-
5774	Q80TQ2	0.00	0.492546	1.00000	-
5775	Q80WC7	0.00	0.492546	1.00000	-
5776	Q80TA6	0.00	0.492546	1.00000	-
5777	Q80T85	0.00	0.492546	1.00000	-
5778	Q8BLM0	0.00	0.492546	1.00000	-
5779	Q9WUT3	0.00	0.492546	1.00000	-
5780	Q8BLY2	0.00	0.492546	1.00000	-
5781	Q8BLY7	0.00	0.492546	1.00000	-
5782	Q8BM39	0.00	0.492546	1.00000	-
5783	Q8BM55	0.00	0.492546	1.00000	-
5784	Q7TPN9	0.00	0.492546	1.00000	-
5785	Q7TPM6	0.00	0.492546	1.00000	-
5786	Q7TPS5	0.00	0.492546	1.00000	-
5787	Q7TPM1	0.00	0.492546	1.00000	-
5788	Q7TPD2	0.00	0.492546	1.00000	-
5789	W4VSP4	0.00	0.492546	1.00000	-
5790	Q8BMI3	0.00	0.492546	1.00000	-
5791	Q8BMI4	0.00	0.492546	1.00000	-
5792	Q3UY88	0.00	0.492546	1.00000	-
5793	Q7TNE3	0.00	0.492546	1.00000	-
5794	Q8BMK1	0.00	0.492546	1.00000	-
5795	Q7TNC4	0.00	0.492546	1.00000	-
5796	Q8BMB3	0.00	0.492546	1.00000	-
5797	Q8BLF1	0.00	0.492546	1.00000	-
5798	Q7TPV2	0.00	0.492546	1.00000	-
5799	Q8BL99	0.00	0.492546	1.00000	-
5800	Q7TSV4	0.00	0.492546	1.00000	-
5801	Q7TSJ2	0.00	0.492546	1.00000	-
5802	Q7TSI3	0.00	0.492546	1.00000	-
5803	Q8BKC8	0.00	0.492546	1.00000	-
5804	Q8BKE6	0.00	0.492546	1.00000	-
5805	Q7TSI1	0.00	0.492546	1.00000	-
5806	Q7TSH2	0.00	0.492546	1.00000	-
5807	Q8BKI2	0.00	0.492546	1.00000	-
5808	Q8BKN5	0.00	0.492546	1.00000	-
5809	Q7TSE6	0.00	0.492546	1.00000	-
5810	Q7TS68	0.00	0.492546	1.00000	-
5811	Q8BKX1	0.00	0.492546	1.00000	-
5812	Q7TQK5	0.00	0.492546	1.00000	-
5813	Q8BKZ9	0.00	0.492546	1.00000	-
5814	Q8BL06	0.00	0.492546	1.00000	-
5815	Q8BL48	0.00	0.492546	1.00000	-
5816	Q8BL66	0.00	0.492546	1.00000	-
5817	Q7TQF7	0.00	0.492546	1.00000	-
5818	Q7TQ95	0.00	0.492546	1.00000	-
5819	Q8BJZ4	0.00	0.492546	1.00000	-
5820	Q8BHX1	0.00	0.492546	1.00000	-
5821	Q80WG5	0.00	0.492546	1.00000	-
5822	Q80WQ2	0.00	0.492546	1.00000	-
5823	Q810A3	0.00	0.492546	1.00000	-
5824	Q8BGB8	0.00	0.492546	1.00000	-
5825	F6VJC5	0.00	0.492546	1.00000	-
5826	Q80ZV0	0.00	0.492546	1.00000	-
5827	Q8BGE6	0.00	0.492546	1.00000	-
5828	Q80ZS3	0.00	0.492546	1.00000	-
5829	Q8BGF3	0.00	0.492546	1.00000	-
5830	Q80ZQ9	0.00	0.492546	1.00000	-
5831	Q8BGB5	0.00	0.492546	1.00000	-
5832	Q80ZM8	0.00	0.492546	1.00000	-
5833	Q80ZK0	0.00	0.492546	1.00000	-
5834	Q80ZJ6	0.00	0.492546	1.00000	-
5835	Q8BGR6	0.00	0.492546	1.00000	-
5836	Q8BGR9	0.00	0.492546	1.00000	-
5837	Q80YW5	0.00	0.492546	1.00000	-
5838	Q80YV4	0.00	0.492546	1.00000	-
5839	Q80YS6	0.00	0.492546	1.00000	-
5840	Q80YR2	0.00	0.492546	1.00000	-
5841	Q80ZK9	0.00	0.492546	1.00000	-
5842	Q810B6	0.00	0.492546	1.00000	-
5843	Q810J8	0.00	0.492546	1.00000	-
5844	Q810L3	0.00	0.492546	1.00000	-
5845	Q8BFW7	0.00	0.492546	1.00000	-
5846	Q8BFX1	0.00	0.492546	1.00000	-
5847	Q8BFR6	0.00	0.492546	1.00000	-
5848	Q8BFY6	0.00	0.492546	1.00000	-
5849	Q8BFR4	0.00	0.492546	1.00000	-
5850	Q8BFQ9	0.00	0.492546	1.00000	-
5851	Q8BFQ8	0.00	0.492546	1.00000	-
5852	Q811S7	0.00	0.492546	1.00000	-
5853	Q811Q9	0.00	0.492546	1.00000	-
5854	Q811L6	0.00	0.492546	1.00000	-
5855	Q8BG30	0.00	0.492546	1.00000	-
5856	Q8BG40	0.00	0.492546	1.00000	-
5857	Q8BG48	0.00	0.492546	1.00000	-
5858	Q8BG60	0.00	0.492546	1.00000	-
5859	Q8BG67	0.00	0.492546	1.00000	-
5860	Q811I0	0.00	0.492546	1.00000	-
5861	Q811B5	0.00	0.492546	1.00000	-
5862	Q8BG94	0.00	0.492546	1.00000	-
5863	Q810U5	0.00	0.492546	1.00000	-
5864	Q8BGU5	0.00	0.492546	1.00000	-
5865	Q8BGV4	0.00	0.492546	1.00000	-
